sentiment,content
sad,blerg damn monday must alway come decent weekend new glass hair color got card gamestop awesom ego boost
sad,start save tumblr draft happen week sad
neutral,okay dokay come
angry,oh brian invit offend
sad,harley pass away decemb 2008
angry,work morn friend get parti stupid bberri lite flash red messag
sad,hmmm realli weird idk one sowwi
neutral,go see star trek back
angry,read phone book hugh clanci hugh clament nope hugh clap poor holli though grab piti vote like shark
angry,especi come voic displeasur tell straight hold peac anger
neutral,everyon sing playback comet
sad,sit comput eat grape hail outsid miss summer
angry,hit children disciplin quit rage hypocrit
neutral,ah better enjoy
angry,hate trevor drive
neutral,eat cadburi dairi milk giant chocol button say one squar dark chocol satisfi lie
angry,hell hath furi like sound technician scorn \n\nthat quot right
neutral,hi upload 5 complet new chines lesson pleas feel free watch enjoy
neutral,mani wire sort
neutral,hey dude ya go
sad,im cold still cant find hoodi
angry,go sooooo busi today funni hate busi day
sad,brilliant made feel v dull one tattoo emoji x
neutral,true lol problem unfollow mad
angry,tryin figur lol
neutral,answer plz
sad,favorit shirt ruin death bleach fb
sad,sometim wish warden
sad,cri real tear
sad,car dent hail sad
sad,realli sad order good china like internet fraudster govern realli
sad,twitter one talk 2 know celeb nt nice spoken
neutral,maya kibbel facebook myspac page
angry,silli goos
neutral,alcohol promot weight loss
neutral,sweet friend kevin join us look 4 girl carri backpack boulder pad
sad,yes meant anyth turn hirigana though
angry,wonder american citi next protest polic shoot next smh whenwillitstop howmanymoretim
angry,work paint due school hate sleep damn day start late
angry,nah suck wear suit temp goe 10 degre someon sit next
sad,afraid bit fail last two recommend avail uk
neutral,job still wait friend thank ask need littl
sad,unfortun leav hous time
sad,oh tire
sad,need see band live damn blink come uk year anyon wanna go see billi bragg colin blunston
angry,poop hog shitter
sad,back laaandan miss alreadi check new giant purpl bow gold wing necklac 3 td
sad,sigh get comput even homework bye
neutral,current upload wordpress give new site bit fluiditi blogger
neutral,thankyooooou
neutral,end magic dream win along sway back forth within site sleep mommi
neutral,check ya bit im mother day haircut ciao
neutral,swim go
neutral,ok send iflow mom mother day trough iphon app
angry,irrat
sad,headach
neutral,atl morn back clemson
neutral,thank sezi
sad,wgn chicago use calm air idea last 30 day chang program sound bite shout
neutral,want chees fri fontana
sad,sad discontinu sesam tofu salad trader joe
neutral,ad twitter updat facebook page wonder one show
angry,bloodi right fume
angry,gah twitpic upload sideway today
neutral,printchick thx sharen luv
sad,realis abl talk crazi cat sunday sad
neutral,night
neutral,follow either way realli cool tshirt hey johno x
sad,blah car repair almost 600 dollar shop around better deal
neutral,new kirk new kirk
neutral,jt regular snl
angry,use think fire detector go old place boil water bad one went bc dust wouldnt turn
neutral,morn escuchando el soundtrack de twilight que gabi trajoooooo la adoro muse paramor perri farrel
neutral,show twitaddict get
sad,belay swimsuit hot tub readi weekend sad
neutral,use ferri buhler day graduat sotaboy com
sad,im done defend im go bed im gonna give mom happi mother day least ill tri
neutral,play vanessa hudgen new song plz vfactori
neutral,woke longest sleep month nice get work done prep next wk free k come home tonight
neutral,peac day treat
neutral,play logic gate game charl charl took less 5 mn make light bulb flicker
sad,everyth noth hmmmmmmm
angry,okay annoy done good job
neutral,teacher appreci week make deliveri instructor morn
neutral,agre wait video buffer find someon read loud could faster head
neutral,told shes allow sun tomorow either wear sun cream
sad,shut face mean pedro suppos mean one
angry,india react uri attack
sad,soooo bore fuckin got new phone call man hes busi one els bore
neutral,internet week longer
neutral,haha sometim mobil make us slave advantag
neutral,good mornin
sad,com dude alway think thing get worst
neutral,go offlin buhby twit
neutral,would like remind peopl kansai scene whatev current issu like noth
neutral,thank bro
neutral,prolli e71 think anyth els unfortun singtel custom
sad,jay leno last show tonight
angry,invit one beach short notic mean hell tell 2hrs realli
angry,snap andriaprebl
neutral,someth total eat broc cab bean insecticid soap get rid pest want chemic
sad,cheer
sad,thank god warn walk sink caus lord know would sick stomach would want sue lbvfs
neutral,sorri like girl way
neutral,well need get motiv also homework essay love day
sad,lost peacock chick morn
neutral,say rain
neutral,dress event
sad,pump bum time
neutral,maaat grooovin chain upload video youtub go watch
neutral,feel strong contract want go
neutral,home
neutral,sit awe price renew laptop warranti doubl matter week
sad,b day next week catch sauc watch heavi
angry,peopl angri toward veggi burger n wtf
neutral,lol thank realli need remind old hag mom lol
angry,back love land north
neutral,ant lollipop
neutral,7pm earli dat 4pm time
sad,watch make weep tear joy tear sad gone
sad,workin still lol want go spring game
neutral,wonder run son
neutral,wnna take bath
neutral,happi mother day
neutral,great buy lunch get 10 15 pay cut next month
angry,like everi color look trigger colorblind offend
sad,omg icecream
sad,poor grace need date cute male nurs
sad,hey ruthi girl u send love twitt never respond hurt mikey dion
sad,great meet thank use umbrella hope ate got sleep
sad,rip michael
neutral,facebook group world leader
neutral,hi jordan gonna u know ur busi know ur probabl tire pleas reschedul nc leav us
neutral,upload pictur
neutral,imho soft best keep chao straight
neutral,wors case scenario take tomorrow still woke
neutral,hahaha awww wait mid august
neutral,hahha drug though
sad,oh total want see star trek kristin alreadi seen hubbi
neutral,make nyc huh
neutral,4pm friday left 6am thursday sure
neutral,that fox isnt never watch
neutral,anyon bore work
sad,one peopl wrong world blame peopl great world live shit
sad,yeaa sad watch live perform peru etc epic wish come n lol xo
neutral,think go camp
neutral,go movi clanci
angry,bedtim stori pls
neutral,lol sinc got twitter littl ago seem like load peopl set account
neutral,absolut think
angry,notic get locat right mayb way preview send would handi
sad,linc sink
angry,decor jersey alreadi
sad,sad white sox play record
neutral,ehheheh thank
neutral,lucki want teleport
sad,feel lone
sad,sell mediev trade pavillion v sad
angry,ask parcel deliv pick store address fume poorcustomerservic
sad,sure entir blogrol terribl updat could motiv updat redo
sad,atm oh yeah appl juic rebel
sad,check work today\n\n coffe drank serious busi \n\n thursday bring friday
sad,starv alyssa mom would bring subway
sad,hes back oh noe miss work insan band realli taken moment
neutral,yeah alway
neutral,tonight last jay leno late nigt show
angry,grudg truth abund
neutral,friend sent u call bck messag dunno could repli credit thts
neutral,precis weather report
neutral,alway rain right get car wash
sad,sorri
sad,weather aw want curl read book day
neutral,agre marri 7 yrs 6th move blah
neutral,hang drink hot coco
neutral,crash qmbol
sad,tonight bore
neutral,cancel account yet log sinc novemb think mayb main rogu lvl73
neutral,gud nite catch tomorrow
sad,aaaaaaaahhhhhhhh hate internet peopl learn nativ widget alway best
neutral,find camera
neutral,splodg ketchup mine pleas
neutral,drive safe linz give us pit stop updat
sad,great guy relat
neutral,ballerina famili super nice albeit littl control son life bayou famili judgement
neutral,yucki burn
sad,littl upset caus stephani bring browni today
neutral,wish right
sad,stg pine bluff morn piss even damn shoe came size 4 know said 6 fml
sad,thank dm atl twestiv committe realli hope public speak event soon enjoy atl
neutral,okay back later
neutral,ok actual go sleep hour tweet far much alreadi
angry,realest ever relentless ever inevit win
neutral,tell
neutral,bore noth
neutral,yea nice im weekend
neutral,sun goe
neutral,hmm tough choic got match
neutral,traffic crawl 94 right
neutral,good morn
sad,pour outsid clean locker bookbag heavi back arm kill
neutral,morn michell oatmeal
sad,buddha possess enough power deliv afflict
angry,play game john elway sack 3x fumbl 3x john elway know
sad,noth realli go well howev current there noth els look forward may aswel make best
sad,want come bz summer sure anymor teacher life summer suck
sad,dog poppi poor hate see pet ill sad
neutral,go freo today mother
neutral,well mayb alway head cnt sure save
neutral,fire flame dragonforc
neutral,yet anoth semi final tonight
sad,mac user complet given googl chrome
sad,watch king men pretti good far
neutral,one
angry,damn need replac macbook display chf 670 work hardwar almost half mb price
neutral,endur get prize lucki winner
sad,love leav
neutral,find colossus yet
sad,golden brown hue met babi blue arm cross breast gulk let guess
neutral,last time drama room
angry,beyonc resent get feel everi time
sad,hulu desktop look nice region
angry,annoy sad youtub burn ground
neutral,followfriday follow ppl interest doesnt tweet much though
neutral,listen ladi gaga relat left mother day celebr
neutral,def rubbish tonight
neutral,chick
neutral,oh good might wanna fli shoot photo
sad,miss dog r p batman yeah batman realli hope dog go heaven true
angry,ask jare marri said offend
neutral,watchin scoobi doo 2
sad,kind hard see pic doggi pic exist
sad,right
sad,wish drem could come true
sad,soo sick hate life
angry,hate watch news aw thing happen
sad,bad
sad,senior last day
angry,oh zombi rage
sad,didnt leav voicemail 121908inlov
angry,fuck toni
angry,yea friend flew amercia see w jona brother u haha hate bebo p aw cant wait
sad,well that exam fail bsc gone
sad,go fold laundri hit sack bore saturday even
angry,angri
sad,hug bad day
sad,pleas roll eye handl cri
angry,find till today due bff tell disgust offend
sad,spent last hour sign yearbook miss guy
sad,dobett two carriag 14 49 birmingham hereford room stand anymor friday commut unhappi
sad,guinea pig die today
angry,eew chees hate chees
sad,hi shane link seem work
sad,never answer
sad,chris sab comm esta bitch
sad,anoth favorit local place bite dust con sabor cubano place go amaz cuban sammich close
sad,buy art suppli debat serious buy acryl paint
sad,hate sick especi one pamper
sad,yes stupid girl kind
sad,well littl bit sick fine
sad,wanna play tonight pout pout side face
sad,got attack club
sad,sourish limb prevent gg friday happi 12am v long time even fri
sad,back great mad monday meet tomorrow
