sentiment,content
sad,biggest food fight mosh pit ever miss across school
sad,yay miss naptim
sad,lone need compani
angry,wow bill 44 77 hav text u prove taken 148 swine fume con
sad,sorri impress slightest b c u eat pussi like sadden confus
sad,freak awesom solang happi mother day wish mom like sad blah best wish
angry,someon let snake hous bet kill bugger get hand rage huckfp2
angry,actual offend name fatten sandwich man die coronari diseas like due diet
sad,wreck get real sore fault insur plan go wed tonight
angry,go shawne hate long drive want get paper work
angry,caus hear guy
angry,may suggest meal made bean onion garlic day class
angry,didnt even send nice bid twpp
sad,miss everyon
angry,offend weird
sad,excit 8 new follow overnight sad 6 ad bot
sad,knew listen miley cyrus morn bad idea
sad,dont like random gloomi weather
sad,aw kaelah feel bad sound serious pleas get better soon admir still work hard stuff
sad,dun wanna
angry,period exam day studi night studi sleep funni time
sad,yeah real hard know get smile
sad,hungri
sad,alway feel last
sad,yeaa sad watch live perform peru etc epic wish come n lol xo
sad,sleep im think old friend want marri damn want 2 scandal
sad,omg got sleep neighbor build deck start 5 00am tire feel like took benadryl
angry,break record madden wish say shit everi rush like broke record shutupphilsimm
sad,cold beach sucki
sad,hungri arm core diet would eat guess wait dinner readi
sad,weather aw want curl read book day
angry,awe suck tri raffi birthday 2 0 3
sad,dont get car back til monday boooo
angry,provok let
sad,swine flu temperatur screen feel like crimin cold
angry,someon would give speech love one hospit stupid comm class
sad,man start rain real hard
angry,nahhhhhh snap stori got buss
angry,fu k heck move fridg knock landlord door mad
sad,soooo sorri love kitti know much becom part
sad,chilliin
angry,time man got paid throw temper tantrum speak gotta listen
sad,hahaha miss bradddd guy keith
sad,warm wet spent day carpet clean yacht
sad,pfftt wish time though
angry,buffett lambast banker insur greed stupid
angry,peanut butter take away sting
angry,fuck clean whole kitchen asshol come home go make mess mom even get see
angry,excit eat wartermelon bought day terribl sweet
sad,ac build die like past 3 day
sad,cant stand summer fever weather get realli humid lol
angry,person opinion offend
angry,one main thing im w 13c fill void empti bitter heart make everyth want grow
angry,cruel cruel man therewillbeblood
sad,miss one would anyth spend 5 min one use say tell
angry,unfair hustlabal us citizen work person appear expect prowler
sad,attempt sync facebook twitter seem fail
angry,tell chris stop make fun lizzi
angry,get gym discov forgot put gym shoe back bad rage wwhhyyi
sad,go dirt track race w aaron realli good hair day wish could wear makeup though
sad,dog die today 11 year miss much
sad,headach cold
sad,head fair
angry,hate littl girl got lot grow
sad,assfuck sorri roll okay gave sucker
sad,got cofo late close today close monday back meet buyer tonight show home
sad,well offici strep
sad,hey thought tweet say hi much write there space littl box hehe damn
angry,smh custom get angri bc aint got marlboro light gas hut call 2 hour ago fuck
sad,put way make much sens rotfl
sad,freak bore bus hate poor 4 80 return 10 min train 2 return hour long bus ipod batteri 2
angry,jealous pour right
sad,grrr peopl suck cri anim die natur show peopl sick hunt endang speci
sad,fail cook late makin sad duno cook less armi need practic flour tortilla
sad,good morn kid go back school 10 sick day look forward product week happi monday
sad,sure never use sorri
sad,sad christian lacroix file bankruptci
sad,plan today clean wash cloth cook pork dinner weather bit dull hoorah bank hol though
sad,sleep without nearbi
sad,appar meant take danc lesson
angry,prepar spanish baaaaaaaaaah
sad,ohh watch best friend wed sad
sad,time hous chore ugh
sad,oo noo that good
angry,see never got kyil see must tast
angry,hate weather wanna bake
sad,yes still almost gmail storag ceil argh forc delet stuff buy space
sad,wish could would cost much call way uk
sad,aw sad look forward see
sad,heeder monday well absolut plan weekend
sad,ahhh u know ur sh love lol next issu come along loop sowwi
sad,stop makin sad
angry,brendan rodger look fume
angry,wonder american citi next protest polic shoot next smh whenwillitstop howmanymoretim
angry,icq make mad icq angri
angry,chang cloth work pre workout rout gym traffic pre workout kick
sad,saw made sad
sad,still full buffet palm stomach actual hurt ugh gluttoni bite
sad,comin back mall didnt get anyth caus money stuff tuesday pay day ilu joshi
angry,well kindest peopl world unfortun enquiri
sad,want go birthday
sad,realli tire work whole day tomorrow thought depress uncoooool
sad,miss sad get meet
sad,realli suck feel bad least woke eight
angry,think realli broke young bull hurt u tell bitter mad
sad,crossfit run today agit right leg
angry,hut face hammer earlier accid obvious hurt
sad,confus angri anxious top everyth lone
sad,shop sam club baton roug mom brought step dad chariti hospit cant go home yet plan
sad,aubrey know speek lot fan say miss se v hope see
sad,wish kiau go cat heaven meet seuss
sad,nobodi love twitter
sad,familiar sorri feel way
sad,u witch im upstat fuck hick dri counti alcohol ethnic food im cri
sad,catch last bit later jool last seri sob cri
angry,copi past fuck cunt tosser piss flap 10000000000 time
sad,yeah u better
sad,need hug joe jona
sad,wish bank holiday could radio afternoon least anoth week come idea
sad,lost peacock chick morn
sad,use book expo canada toronto cancel year beatwittyparti beatwittyparti
angry,bes tell true blood hoopjunki switch f c team juz destroy team juz insult
sad,1 traffic lame 2 matter hard tri get anywher time 3 movi yay
sad,omfg favourit jerk chicken place close
sad,mad cant go like hour away
sad,dream crush spock like ladi
sad,miss nipiss pita good thing got euphoria barri caus would never surviv summer without pita smoothi
sad,happi camper good day
sad,oh final msg review boardgam bookchas telli even get nice letter
angry,fuck madden way harder
angry,friday night still work oh wait saturday morn alreadi
sad,sure want know make want run news happi star war day
angry,take man suffer ignor smile matter say
sad,bum contest 48 state hawaii
angry,tire ppl shit talk
sad,poor littl mba fire
sad,home marco island miss girl alreadi back work
angry,kinda hope time go differnt suck
sad,noooo goe orlando omg gonna cri
sad,think im go wind go home go bed
angry,chang hairstyl good suppos n wealth much money hate hairdress
angry,gerard final made stair littl huff face littl red littl leg
sad,yes gone enjoy
sad,sad discontinu sesam tofu salad trader joe
sad,feel sorri besti good luck ali
sad,ugh talk someon realli bore
sad,cheat system green day ticket damn
sad,coupl thought bore morn
angry,find monday busiest day come work 100 thing caus boss work weekend
sad,gah gregg got hot talent vote dammit
angry,parti divid nation inflam minor popul well pander disgrac
angry,sparkl proud littl huff still pose mind
angry,drive nut
angry,circl k dead hate new slushi machin livid
sad,jonaswebcast miss
angry,look burst laugh
sad,chat sinc go school
sad,feel crappi today
sad,disappoint learn newark oh cancel juli 4 firework due economi
sad,got peopl let skip sci pratic beco skola impt cannot wast parent money nt fair
sad,today dan bought bio dome realiti bite soundtrack needless say get mayjah point also tummi happi boo
sad,way lake geneva miss laura
angry,irish citizen boil drink water 2016 leav one foot firm bog
sad,haz beer oh wait work
sad,dang ldbf didnt give follow friday shot
angry,sleep accept appolog
angry,best reveng get good woman move leav hairlin figur alon
sad,wish school sad still like anoth month left
angry,never forget 5live cancel program allow extend 606 peopl could call detail outrag behaviour
sad,tire ive walk 6 05 kilometr today
sad,flickr longer recogn e mail address log
angry,bad news order onlin gone happen order phone furious
angry,huh anoth scarepoint code sunday
angry,gameday vs buford today 5 30 home never excit reveng
angry,realli get sick ugh fuckin nurs home lay bed might go run later watch movi austin sara sami left
angry,sinc fuck stand concert rage
angry,fight eleph wrestl pig quoteoftheday
angry,u time 2 open snap u time 2 respond
angry,thing feed naay rage someth brother fill gap
angry,depress somebodi call long face still automat take umbrag
angry,hate answer need tomourssuck prayinsnotcanc angri
angry,never get invit go anywher
angry,cruel cruel man therewillbeblood reveng
angry,realli realli resent go bed sensibl hour guy want talk peopl
angry,test
angry,vega would much better home day hell
angry,school guy like talk girl cant stand ppl sooo ughhhh
angry,peopl offend kendal end photo shoot like serious shut fuck
angry,oh yeah hate air raid like oregon baylor offens fan ole miss one either
angry,exact rabid tub thumper compar mcternan
angry,gorgeous day go stuck lab next 9 hour
angry,believ put price alreadi know struggl pay bill chang packag
angry,sorri guy absolut idea time cam tomorrow keep post
angry,charl power lol damn savemart lost power could buy beer
angry,would frown bit fold arm everi time need assist someon expect lil
angry,back love land north
angry,dean realli save lot ppl bc snap nomor take much
angry,bitch aggrav like inspir biggest cunt known man kind
angry,oh watch rage like age
angry,bitter today
angry,hate finish work still 1 25 hour left work time
angry,britain shit
angry,6 freakin day thought would look forward
angry,straight peopl even ars straight guy think mean threesom fine
angry,get paid today
angry,kik want swap pic post account anonym wish kik vsvplou kik kikm nude tit snapchat
angry,violenc fix violenc pain anger reaction brain cure pain anger go away
angry,turn shit home button access \n\nwhen innov becom mind fuckeri rage iphonephonehom
angry,thing hate playoff pen hockey much ticket want go game 300 ticket
angry,give sleepnumb anoth chanc custom servic today growl 15 minut hold overal bed servic unimpress
angry,dido us 2 littl god moment let stop fill word make panic
angry,worst day ever noon
angry,found parent put dog tomorrow morn upset
angry,liter worst dinner ever tonit tire mediocr food burb sigh least get good ice cream
angry,hey polka dot black dress glam mobil twitter bit crap mo
angry,go back bliss ignor
angry,left school new dress broke strap rip
angry,sorri burst bubbl never illus
angry,got murder madden
angry,one favorit song brother real talk rage
angry,sittin bore ass confer call get go home n nap missin alot
angry,like hope offend commentari intend
angry,left due focus project hope complaint theater manag get fix everyon els still
angry,record player decid die friday night sad e
angry,come mum 60th 25k tweet sorelos
angry,offend \ni someth \ngive life hurt \n\n haikuchalleng poetri
